occupancy_id,facility_id,facility_name,category,terminal,timestamp,occupancy_count,capacity,occupancy_ratio,crowd_level
OCC001308,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 11:00:00,39,60,0.65,medium
OCC001309,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 12:00:00,31,60,0.51,medium
OCC001310,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 13:00:00,35,60,0.58,medium
OCC001311,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 14:00:00,31,60,0.52,medium
OCC001312,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 15:00:00,37,60,0.62,medium
OCC001313,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 16:00:00,50,60,0.84,high
OCC001314,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 17:00:00,57,60,0.95,high
OCC001315,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 18:00:00,58,60,0.97,high
OCC001316,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 19:00:00,53,60,0.88,high
OCC001317,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 20:00:00,49,60,0.82,high
OCC001318,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 21:00:00,35,60,0.58,medium
OCC001319,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 22:00:00,38,60,0.64,medium
OCC001320,FAC0019,Gate 107,boarding_gate,T1,2026-06-21 23:00:00,32,60,0.53,medium
OCC001321,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 00:00:00,27,60,0.46,medium
OCC001322,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 01:00:00,28,60,0.46,medium
OCC001323,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 02:00:00,28,60,0.46,medium
OCC001324,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 03:00:00,28,60,0.47,medium
OCC001325,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 04:00:00,38,60,0.63,medium
OCC001326,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 05:00:00,39,60,0.65,medium
OCC001327,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 06:00:00,41,60,0.69,medium
OCC001328,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 07:00:00,56,60,0.94,high
OCC001329,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 08:00:00,59,60,0.99,high
OCC001330,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 09:00:00,55,60,0.92,high
OCC001331,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 10:00:00,40,60,0.67,medium
OCC001332,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 11:00:00,43,60,0.72,medium
OCC001333,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 12:00:00,29,60,0.49,medium
OCC001334,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 13:00:00,34,60,0.57,medium
OCC001335,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 14:00:00,35,60,0.59,medium
OCC001336,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 15:00:00,45,60,0.74,medium
OCC001337,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 16:00:00,41,60,0.69,medium
OCC001338,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 17:00:00,46,60,0.76,high
OCC001339,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 18:00:00,58,60,0.97,high
OCC001340,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 19:00:00,54,60,0.9,high
OCC001341,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 20:00:00,40,60,0.67,medium
OCC001342,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 21:00:00,42,60,0.69,medium
OCC001343,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 22:00:00,36,60,0.59,medium
OCC001344,FAC0019,Gate 107,boarding_gate,T1,2026-06-22 23:00:00,27,60,0.45,medium
OCC001345,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 00:00:00,28,60,0.46,medium
OCC001346,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 01:00:00,28,60,0.47,medium
OCC001347,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 02:00:00,27,60,0.45,medium
OCC001348,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 03:00:00,27,60,0.45,medium
OCC001349,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 04:00:00,30,60,0.5,medium
OCC001350,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 05:00:00,37,60,0.62,medium
OCC001351,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 06:00:00,43,60,0.71,medium
OCC001352,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 07:00:00,46,60,0.76,high
OCC001353,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 08:00:00,57,60,0.94,high
OCC001354,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 09:00:00,56,60,0.94,high
OCC001355,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 10:00:00,45,60,0.76,high
OCC001356,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 11:00:00,39,60,0.65,medium
OCC001357,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 12:00:00,35,60,0.58,medium
OCC001358,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 13:00:00,36,60,0.6,medium
OCC001359,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 14:00:00,33,60,0.55,medium
OCC001360,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 15:00:00,32,60,0.53,medium
OCC001361,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 16:00:00,46,60,0.76,high
OCC001362,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 17:00:00,53,60,0.89,high
OCC001363,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 18:00:00,49,60,0.81,high
OCC001364,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 19:00:00,46,60,0.77,high
OCC001365,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 20:00:00,36,60,0.61,medium
OCC001366,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 21:00:00,34,60,0.57,medium
OCC001367,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 22:00:00,32,60,0.53,medium
OCC001368,FAC0019,Gate 107,boarding_gate,T1,2026-06-23 23:00:00,29,60,0.49,medium
OCC001369,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 00:00:00,11,60,0.18,low
OCC001370,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 01:00:00,18,60,0.31,low
OCC001371,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 02:00:00,16,60,0.26,low
OCC001372,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 03:00:00,19,60,0.32,low
OCC001373,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 04:00:00,24,60,0.41,medium
OCC001374,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 05:00:00,19,60,0.31,low
OCC001375,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 06:00:00,32,60,0.53,medium
OCC001376,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 07:00:00,34,60,0.56,medium
OCC001377,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 08:00:00,43,60,0.71,medium
OCC001378,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 09:00:00,38,60,0.64,medium
OCC001379,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 10:00:00,29,60,0.48,medium
OCC001380,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 11:00:00,35,60,0.58,medium
OCC001381,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 12:00:00,24,60,0.4,low
OCC001382,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 13:00:00,18,60,0.3,low
OCC001383,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 14:00:00,19,60,0.32,low
OCC001384,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 15:00:00,35,60,0.58,medium
OCC001385,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 16:00:00,36,60,0.6,medium
OCC001386,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 17:00:00,31,60,0.52,medium
OCC001387,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 18:00:00,34,60,0.56,medium
OCC001388,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 19:00:00,33,60,0.55,medium
OCC001389,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 20:00:00,32,60,0.54,medium
OCC001390,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 21:00:00,28,60,0.46,medium
OCC001391,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 22:00:00,16,60,0.27,low
OCC001392,FAC0020,Gate 108,boarding_gate,T1,2026-06-21 23:00:00,16,60,0.27,low
OCC001393,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 00:00:00,17,60,0.29,low
OCC001394,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 01:00:00,16,60,0.27,low
OCC001395,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 02:00:00,21,60,0.35,low
OCC001396,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 03:00:00,19,60,0.32,low
OCC001397,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 04:00:00,24,60,0.4,low
OCC001398,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 05:00:00,30,60,0.49,medium
OCC001399,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 06:00:00,37,60,0.62,medium
OCC001400,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 07:00:00,33,60,0.54,medium
OCC001401,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 08:00:00,38,60,0.64,medium
OCC001402,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 09:00:00,46,60,0.77,high
OCC001403,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 10:00:00,32,60,0.54,medium
OCC001404,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 11:00:00,28,60,0.47,medium
OCC001405,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 12:00:00,28,60,0.47,medium
OCC001406,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 13:00:00,23,60,0.38,low
OCC001407,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 14:00:00,29,60,0.48,medium
OCC001408,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 15:00:00,27,60,0.44,medium
OCC001409,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 16:00:00,32,60,0.53,medium
OCC001410,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 17:00:00,42,60,0.69,medium
OCC001411,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 18:00:00,42,60,0.71,medium
OCC001412,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 19:00:00,38,60,0.63,medium
OCC001413,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 20:00:00,26,60,0.44,medium
OCC001414,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 21:00:00,31,60,0.52,medium
OCC001415,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 22:00:00,24,60,0.4,low
OCC001416,FAC0020,Gate 108,boarding_gate,T1,2026-06-22 23:00:00,16,60,0.27,low
OCC001417,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 00:00:00,16,60,0.26,low
OCC001418,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 01:00:00,20,60,0.34,low
OCC001419,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 02:00:00,18,60,0.29,low
OCC001420,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 03:00:00,26,60,0.43,medium
OCC001421,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 04:00:00,21,60,0.35,low
OCC001422,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 05:00:00,25,60,0.42,medium
OCC001423,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 06:00:00,37,60,0.62,medium
OCC001424,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 07:00:00,34,60,0.57,medium
OCC001425,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 08:00:00,45,60,0.75,high
OCC001426,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 09:00:00,32,60,0.54,medium
OCC001427,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 10:00:00,38,60,0.64,medium
OCC001428,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 11:00:00,31,60,0.51,medium
OCC001429,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 12:00:00,21,60,0.35,low
OCC001430,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 13:00:00,13,60,0.22,low
OCC001431,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 14:00:00,22,60,0.37,low
OCC001432,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 15:00:00,24,60,0.39,low
OCC001433,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 16:00:00,33,60,0.54,medium
OCC001434,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 17:00:00,43,60,0.71,medium
OCC001435,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 18:00:00,43,60,0.72,medium
OCC001436,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 19:00:00,45,60,0.74,medium
OCC001437,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 20:00:00,29,60,0.49,medium
OCC001438,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 21:00:00,27,60,0.45,medium
OCC001439,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 22:00:00,25,60,0.41,medium
OCC001440,FAC0020,Gate 108,boarding_gate,T1,2026-06-23 23:00:00,20,60,0.33,low
OCC001441,FAC0021,Restroom 1,restroom,T1,2026-06-21 00:00:00,3,20,0.16,low
OCC001442,FAC0021,Restroom 1,restroom,T1,2026-06-21 01:00:00,4,20,0.21,low
OCC001443,FAC0021,Restroom 1,restroom,T1,2026-06-21 02:00:00,4,20,0.19,low
OCC001444,FAC0021,Restroom 1,restroom,T1,2026-06-21 03:00:00,6,20,0.29,low
OCC001445,FAC0021,Restroom 1,restroom,T1,2026-06-21 04:00:00,7,20,0.33,low
OCC001446,FAC0021,Restroom 1,restroom,T1,2026-06-21 05:00:00,8,20,0.42,medium
OCC001447,FAC0021,Restroom 1,restroom,T1,2026-06-21 06:00:00,9,20,0.43,medium
OCC001448,FAC0021,Restroom 1,restroom,T1,2026-06-21 07:00:00,13,20,0.64,medium
OCC001449,FAC0021,Restroom 1,restroom,T1,2026-06-21 08:00:00,17,20,0.85,high
OCC001450,FAC0021,Restroom 1,restroom,T1,2026-06-21 09:00:00,13,20,0.65,medium
OCC001451,FAC0021,Restroom 1,restroom,T1,2026-06-21 10:00:00,10,20,0.51,medium
OCC001452,FAC0021,Restroom 1,restroom,T1,2026-06-21 11:00:00,9,20,0.43,medium
OCC001453,FAC0021,Restroom 1,restroom,T1,2026-06-21 12:00:00,5,20,0.27,low
OCC001454,FAC0021,Restroom 1,restroom,T1,2026-06-21 13:00:00,7,20,0.36,low
OCC001455,FAC0021,Restroom 1,restroom,T1,2026-06-21 14:00:00,6,20,0.3,low
OCC001456,FAC0021,Restroom 1,restroom,T1,2026-06-21 15:00:00,8,20,0.39,low
OCC001457,FAC0021,Restroom 1,restroom,T1,2026-06-21 16:00:00,8,20,0.38,low
OCC001458,FAC0021,Restroom 1,restroom,T1,2026-06-21 17:00:00,16,20,0.8,high
OCC001459,FAC0021,Restroom 1,restroom,T1,2026-06-21 18:00:00,12,20,0.6,medium
OCC001460,FAC0021,Restroom 1,restroom,T1,2026-06-21 19:00:00,12,20,0.62,medium
OCC001461,FAC0021,Restroom 1,restroom,T1,2026-06-21 20:00:00,9,20,0.44,medium
OCC001462,FAC0021,Restroom 1,restroom,T1,2026-06-21 21:00:00,8,20,0.41,medium
OCC001463,FAC0021,Restroom 1,restroom,T1,2026-06-21 22:00:00,6,20,0.3,low
OCC001464,FAC0021,Restroom 1,restroom,T1,2026-06-21 23:00:00,4,20,0.21,low
OCC001465,FAC0021,Restroom 1,restroom,T1,2026-06-22 00:00:00,5,20,0.25,low
OCC001466,FAC0021,Restroom 1,restroom,T1,2026-06-22 01:00:00,4,20,0.21,low
OCC001467,FAC0021,Restroom 1,restroom,T1,2026-06-22 02:00:00,6,20,0.3,low
OCC001468,FAC0021,Restroom 1,restroom,T1,2026-06-22 03:00:00,5,20,0.24,low
OCC001469,FAC0021,Restroom 1,restroom,T1,2026-06-22 04:00:00,6,20,0.32,low
OCC001470,FAC0021,Restroom 1,restroom,T1,2026-06-22 05:00:00,9,20,0.44,medium
OCC001471,FAC0021,Restroom 1,restroom,T1,2026-06-22 06:00:00,10,20,0.48,medium
OCC001472,FAC0021,Restroom 1,restroom,T1,2026-06-22 07:00:00,13,20,0.65,medium
OCC001473,FAC0021,Restroom 1,restroom,T1,2026-06-22 08:00:00,13,20,0.67,medium
OCC001474,FAC0021,Restroom 1,restroom,T1,2026-06-22 09:00:00,13,20,0.67,medium
OCC001475,FAC0021,Restroom 1,restroom,T1,2026-06-22 10:00:00,11,20,0.54,medium
OCC001476,FAC0021,Restroom 1,restroom,T1,2026-06-22 11:00:00,9,20,0.44,medium
OCC001477,FAC0021,Restroom 1,restroom,T1,2026-06-22 12:00:00,7,20,0.33,low
OCC001478,FAC0021,Restroom 1,restroom,T1,2026-06-22 13:00:00,7,20,0.35,low
OCC001479,FAC0021,Restroom 1,restroom,T1,2026-06-22 14:00:00,5,20,0.27,low
OCC001480,FAC0021,Restroom 1,restroom,T1,2026-06-22 15:00:00,7,20,0.34,low
OCC001481,FAC0021,Restroom 1,restroom,T1,2026-06-22 16:00:00,9,20,0.43,medium
OCC001482,FAC0021,Restroom 1,restroom,T1,2026-06-22 17:00:00,11,20,0.56,medium
OCC001483,FAC0021,Restroom 1,restroom,T1,2026-06-22 18:00:00,12,20,0.58,medium
OCC001484,FAC0021,Restroom 1,restroom,T1,2026-06-22 19:00:00,12,20,0.6,medium
OCC001485,FAC0021,Restroom 1,restroom,T1,2026-06-22 20:00:00,12,20,0.59,medium
OCC001486,FAC0021,Restroom 1,restroom,T1,2026-06-22 21:00:00,7,20,0.37,low
OCC001487,FAC0021,Restroom 1,restroom,T1,2026-06-22 22:00:00,8,20,0.4,medium
OCC001488,FAC0021,Restroom 1,restroom,T1,2026-06-22 23:00:00,5,20,0.27,low
OCC001489,FAC0021,Restroom 1,restroom,T1,2026-06-23 00:00:00,4,20,0.19,low
OCC001490,FAC0021,Restroom 1,restroom,T1,2026-06-23 01:00:00,4,20,0.2,low
OCC001491,FAC0021,Restroom 1,restroom,T1,2026-06-23 02:00:00,3,20,0.17,low
OCC001492,FAC0021,Restroom 1,restroom,T1,2026-06-23 03:00:00,6,20,0.28,low
OCC001493,FAC0021,Restroom 1,restroom,T1,2026-06-23 04:00:00,7,20,0.33,low
OCC001494,FAC0021,Restroom 1,restroom,T1,2026-06-23 05:00:00,8,20,0.42,medium
OCC001495,FAC0021,Restroom 1,restroom,T1,2026-06-23 06:00:00,9,20,0.44,medium
OCC001496,FAC0021,Restroom 1,restroom,T1,2026-06-23 07:00:00,10,20,0.49,medium
OCC001497,FAC0021,Restroom 1,restroom,T1,2026-06-23 08:00:00,13,20,0.64,medium
OCC001498,FAC0021,Restroom 1,restroom,T1,2026-06-23 09:00:00,13,20,0.64,medium
OCC001499,FAC0021,Restroom 1,restroom,T1,2026-06-23 10:00:00,8,20,0.39,low
OCC001500,FAC0021,Restroom 1,restroom,T1,2026-06-23 11:00:00,6,20,0.31,low
OCC001501,FAC0021,Restroom 1,restroom,T1,2026-06-23 12:00:00,9,20,0.46,medium
OCC001502,FAC0021,Restroom 1,restroom,T1,2026-06-23 13:00:00,9,20,0.44,medium
OCC001503,FAC0021,Restroom 1,restroom,T1,2026-06-23 14:00:00,6,20,0.28,low
OCC001504,FAC0021,Restroom 1,restroom,T1,2026-06-23 15:00:00,11,20,0.56,medium
OCC001505,FAC0021,Restroom 1,restroom,T1,2026-06-23 16:00:00,11,20,0.53,medium
OCC001506,FAC0021,Restroom 1,restroom,T1,2026-06-23 17:00:00,13,20,0.66,medium
OCC001507,FAC0021,Restroom 1,restroom,T1,2026-06-23 18:00:00,11,20,0.54,medium
OCC001508,FAC0021,Restroom 1,restroom,T1,2026-06-23 19:00:00,11,20,0.55,medium
OCC001509,FAC0021,Restroom 1,restroom,T1,2026-06-23 20:00:00,10,20,0.49,medium
OCC001510,FAC0021,Restroom 1,restroom,T1,2026-06-23 21:00:00,8,20,0.4,medium
OCC001511,FAC0021,Restroom 1,restroom,T1,2026-06-23 22:00:00,4,20,0.19,low
OCC001512,FAC0021,Restroom 1,restroom,T1,2026-06-23 23:00:00,5,20,0.24,low
OCC001513,FAC0022,Restroom 2,restroom,T1,2026-06-21 00:00:00,9,20,0.43,medium
OCC001514,FAC0022,Restroom 2,restroom,T1,2026-06-21 01:00:00,7,20,0.34,low
OCC001515,FAC0022,Restroom 2,restroom,T1,2026-06-21 02:00:00,8,20,0.4,low
OCC001516,FAC0022,Restroom 2,restroom,T1,2026-06-21 03:00:00,6,20,0.31,low
OCC001517,FAC0022,Restroom 2,restroom,T1,2026-06-21 04:00:00,9,20,0.46,medium
OCC001518,FAC0022,Restroom 2,restroom,T1,2026-06-21 05:00:00,10,20,0.52,medium
OCC001519,FAC0022,Restroom 2,restroom,T1,2026-06-21 06:00:00,15,20,0.73,medium
OCC001520,FAC0022,Restroom 2,restroom,T1,2026-06-21 07:00:00,17,20,0.87,high
OCC001521,FAC0022,Restroom 2,restroom,T1,2026-06-21 08:00:00,16,20,0.79,high
OCC001522,FAC0022,Restroom 2,restroom,T1,2026-06-21 09:00:00,16,20,0.8,high
OCC001523,FAC0022,Restroom 2,restroom,T1,2026-06-21 10:00:00,12,20,0.61,medium
OCC001524,FAC0022,Restroom 2,restroom,T1,2026-06-21 11:00:00,9,20,0.44,medium
OCC001525,FAC0022,Restroom 2,restroom,T1,2026-06-21 12:00:00,8,20,0.4,low
OCC001526,FAC0022,Restroom 2,restroom,T1,2026-06-21 13:00:00,10,20,0.52,medium
OCC001527,FAC0022,Restroom 2,restroom,T1,2026-06-21 14:00:00,9,20,0.45,medium
OCC001528,FAC0022,Restroom 2,restroom,T1,2026-06-21 15:00:00,11,20,0.53,medium
OCC001529,FAC0022,Restroom 2,restroom,T1,2026-06-21 16:00:00,13,20,0.64,medium
OCC001530,FAC0022,Restroom 2,restroom,T1,2026-06-21 17:00:00,13,20,0.65,medium
OCC001531,FAC0022,Restroom 2,restroom,T1,2026-06-21 18:00:00,14,20,0.69,medium
OCC001532,FAC0022,Restroom 2,restroom,T1,2026-06-21 19:00:00,15,20,0.74,medium
OCC001533,FAC0022,Restroom 2,restroom,T1,2026-06-21 20:00:00,12,20,0.6,medium
OCC001534,FAC0022,Restroom 2,restroom,T1,2026-06-21 21:00:00,12,20,0.58,medium
OCC001535,FAC0022,Restroom 2,restroom,T1,2026-06-21 22:00:00,8,20,0.4,low
OCC001536,FAC0022,Restroom 2,restroom,T1,2026-06-21 23:00:00,8,20,0.4,medium
OCC001537,FAC0022,Restroom 2,restroom,T1,2026-06-22 00:00:00,7,20,0.36,low
OCC001538,FAC0022,Restroom 2,restroom,T1,2026-06-22 01:00:00,9,20,0.47,medium
OCC001539,FAC0022,Restroom 2,restroom,T1,2026-06-22 02:00:00,6,20,0.29,low
OCC001540,FAC0022,Restroom 2,restroom,T1,2026-06-22 03:00:00,9,20,0.44,medium
OCC001541,FAC0022,Restroom 2,restroom,T1,2026-06-22 04:00:00,9,20,0.47,medium
OCC001542,FAC0022,Restroom 2,restroom,T1,2026-06-22 05:00:00,9,20,0.47,medium
OCC001543,FAC0022,Restroom 2,restroom,T1,2026-06-22 06:00:00,13,20,0.66,medium
OCC001544,FAC0022,Restroom 2,restroom,T1,2026-06-22 07:00:00,13,20,0.67,medium
OCC001545,FAC0022,Restroom 2,restroom,T1,2026-06-22 08:00:00,13,20,0.65,medium
OCC001546,FAC0022,Restroom 2,restroom,T1,2026-06-22 09:00:00,15,20,0.77,high
OCC001547,FAC0022,Restroom 2,restroom,T1,2026-06-22 10:00:00,13,20,0.63,medium
OCC001548,FAC0022,Restroom 2,restroom,T1,2026-06-22 11:00:00,11,20,0.54,medium
OCC001549,FAC0022,Restroom 2,restroom,T1,2026-06-22 12:00:00,7,20,0.36,low
OCC001550,FAC0022,Restroom 2,restroom,T1,2026-06-22 13:00:00,7,20,0.34,low
OCC001551,FAC0022,Restroom 2,restroom,T1,2026-06-22 14:00:00,9,20,0.44,medium
OCC001552,FAC0022,Restroom 2,restroom,T1,2026-06-22 15:00:00,11,20,0.57,medium
OCC001553,FAC0022,Restroom 2,restroom,T1,2026-06-22 16:00:00,13,20,0.64,medium
OCC001554,FAC0022,Restroom 2,restroom,T1,2026-06-22 17:00:00,15,20,0.74,medium
OCC001555,FAC0022,Restroom 2,restroom,T1,2026-06-22 18:00:00,16,20,0.78,high
OCC001556,FAC0022,Restroom 2,restroom,T1,2026-06-22 19:00:00,16,20,0.81,high
OCC001557,FAC0022,Restroom 2,restroom,T1,2026-06-22 20:00:00,13,20,0.66,medium
OCC001558,FAC0022,Restroom 2,restroom,T1,2026-06-22 21:00:00,11,20,0.56,medium
OCC001559,FAC0022,Restroom 2,restroom,T1,2026-06-22 22:00:00,7,20,0.36,low
OCC001560,FAC0022,Restroom 2,restroom,T1,2026-06-22 23:00:00,9,20,0.43,medium
OCC001561,FAC0022,Restroom 2,restroom,T1,2026-06-23 00:00:00,6,20,0.28,low
OCC001562,FAC0022,Restroom 2,restroom,T1,2026-06-23 01:00:00,7,20,0.33,low
OCC001563,FAC0022,Restroom 2,restroom,T1,2026-06-23 02:00:00,6,20,0.29,low
OCC001564,FAC0022,Restroom 2,restroom,T1,2026-06-23 03:00:00,10,20,0.5,medium
OCC001565,FAC0022,Restroom 2,restroom,T1,2026-06-23 04:00:00,8,20,0.4,medium
OCC001566,FAC0022,Restroom 2,restroom,T1,2026-06-23 05:00:00,9,20,0.46,medium
OCC001567,FAC0022,Restroom 2,restroom,T1,2026-06-23 06:00:00,10,20,0.52,medium
OCC001568,FAC0022,Restroom 2,restroom,T1,2026-06-23 07:00:00,15,20,0.77,high
OCC001569,FAC0022,Restroom 2,restroom,T1,2026-06-23 08:00:00,16,20,0.78,high
OCC001570,FAC0022,Restroom 2,restroom,T1,2026-06-23 09:00:00,14,20,0.68,medium
OCC001571,FAC0022,Restroom 2,restroom,T1,2026-06-23 10:00:00,13,20,0.66,medium
OCC001572,FAC0022,Restroom 2,restroom,T1,2026-06-23 11:00:00,11,20,0.55,medium
OCC001573,FAC0022,Restroom 2,restroom,T1,2026-06-23 12:00:00,9,20,0.47,medium
OCC001574,FAC0022,Restroom 2,restroom,T1,2026-06-23 13:00:00,8,20,0.38,low
OCC001575,FAC0022,Restroom 2,restroom,T1,2026-06-23 14:00:00,10,20,0.49,medium
OCC001576,FAC0022,Restroom 2,restroom,T1,2026-06-23 15:00:00,12,20,0.59,medium
OCC001577,FAC0022,Restroom 2,restroom,T1,2026-06-23 16:00:00,11,20,0.54,medium
OCC001578,FAC0022,Restroom 2,restroom,T1,2026-06-23 17:00:00,16,20,0.82,high
OCC001579,FAC0022,Restroom 2,restroom,T1,2026-06-23 18:00:00,15,20,0.73,medium
OCC001580,FAC0022,Restroom 2,restroom,T1,2026-06-23 19:00:00,16,20,0.81,high
OCC001581,FAC0022,Restroom 2,restroom,T1,2026-06-23 20:00:00,14,20,0.69,medium
OCC001582,FAC0022,Restroom 2,restroom,T1,2026-06-23 21:00:00,11,20,0.57,medium
